Account Number,Account Type,Balance Date,Balance,Account  Holder ID
97988499,Joint,1/31/2023,344.28,711968
98043237,Basic,1/31/2023,491.59,67175170
98070849,Gold,1/31/2023,993.94,87769776
98107200,Basic,1/31/2023,325.82,32454175
98112233,Gold,1/31/2023,123.26,11078303
98119030,Gold,1/31/2023,179.3,71852444
98138904,Basic,1/31/2023,885.18,56248242
98156945,Gold,1/31/2023,449.81,341757
98159348,Basic,1/31/2023,703.62,96807416
98221133,Basic,1/31/2023,596.52,71094629
98237008,Gold,1/31/2023,437.26,91129635
98336782,Basic,1/31/2023,266.46,86156103
98353764,Basic,1/31/2023,763.6,81276591
98372749,Gold,1/31/2023,136.21,80311447
98377332,Basic,1/31/2023,343.09,46292029
98459176,Basic,1/31/2023,168.19,11064549
98517701,Basic,1/31/2023,277.91,58946697
98568929,Gold,1/31/2023,396.03,67545815
98575383,Platinum,1/31/2023,937.72,47023727
98596312,Gold,1/31/2023,768.92,39588272
98611122,Gold,1/31/2023,595.22,50345421
98620342,Basic,1/31/2023,976.13,80686233
98671410,Platinum,1/31/2023,218.46,91422361
98717357,Basic,1/31/2023,183.63,89126161
98776498,Basic,1/31/2023,79.4,49165175
98821521,Basic,1/31/2023,906.51,62722448
98849007,Gold,1/31/2023,58.26,56901159
98882065,Platinum,1/31/2023,630.68,90323261
98882225,Basic,1/31/2023,881.65,41639376
98886699,Basic,1/31/2023,300.31,36883145
98931016,Platinum,1/31/2023,561.33,1561237
98940578,Gold,1/31/2023,59.28,27756171
99000939,Basic,1/31/2023,155.29,25803752
99015119,Gold,1/31/2023,443.55,3168245
99244906,Basic,1/31/2023,965.33,21002367
99261094,Gold,1/31/2023,475.8,93712629
99296816,Basic,1/31/2023,814.56,50143252
99481977,Basic,1/31/2023,940.06,68720625
99496896,Basic,1/31/2023,431.32,79480471
99514298,Gold,1/31/2023,154.78,5227894
99553778,Platinum,1/31/2023,621.65,11056062
99611232,Gold,1/31/2023,849.72,38020641
99657974,Gold,1/31/2023,263.32,33890483
99678854,Basic,1/31/2023,664,12779591
99685765,Basic,1/31/2023,43.01,12441364
99709741,Gold,1/31/2023,98.23,62234226
99729369,Basic,1/31/2023,751.01,15559813
99730589,Gold,1/31/2023,988.44,49193930
99734848,Gold,1/31/2023,354.29,56623581
99760030,Gold,1/31/2023,988,66659633
99791709,Gold,1/31/2023,15.05,94872412
99877007,Basic,1/31/2023,582,90069774
99937043,Joint,1/31/2023,918.42,45810412
99937043,Joint,1/31/2023,918.42,83107272
